服务编号	所属服务体系	所属主题域	所属数据实体	所属数据实体类型	服务名称	MEP(消息交换模式)	公有/私有	对方接口编号	接口名称	接口编号	服务合并建议	服务数据更新时间	服务数据更新频率	服务用途（用原“私有服务同一业务双向交互编号”或“对方接口编号”预留字段展示）	数据交换模式	服务发布者	服务订阅者
PUB-CDITS-9	公共服务体系	产品数据	产品基础信息	/	招标结果信息--大额存单	单向：OUT-Only	公有服务	/	V_ISSUE_RSLT_INFO	/	37.0	 8:01:08	定时－指定时点		ETL	大额存单系统	债券基础信息系统
PUB-RMBTS-0144	公共服务体系	产品数据	产品基础信息	/	资产行权信息	单向：OUT-Only	公有服务	/	TRDX_ASSET_EMBD_DTLS(删除两个重复21:00:30)	/	确定合并，编号E5-3	 21:00:30	定时－指定时点		ETL	本币交易系统	标准金融资产及衍生品交易系统
PUB-RMBTS-0144	公共服务体系	产品数据	产品基础信息	/	资产行权信息	单向：OUT-Only	公有服务	/	TRDX_ASSET_EMBD_DTLS	/	确定合并，编号E5-3	 0:00:34	定时－指定时点		ETL	本币交易系统	上海银行间同业拆放利率系统
PUB-RMBTS-0144	公共服务体系	产品数据	产品基础信息	/	资产行权信息	单向：OUT-Only	公有服务	/	TRDX_ASSET_EMBD_DTLS	/	确定合并，编号E5-3	 8:21:46	定时－指定时点		ETL	本币交易系统	中国货币网
PUB-RMBTS-0181	公共服务体系	产品数据	产品基础信息	/	资产货币详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_CRNCY_DTLS1	/	确定合并，编号E6-3	 12:10:17	定时－指定时点		ETL	本币交易系统	交易后处理系统
PUB-RMBTS-0181	公共服务体系	产品数据	产品基础信息	/	资产货币详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_CRNCY_DTLS	/	确定合并，编号E6-3	 0:00:51	定时－指定时点		ETL	本币交易系统	市场基准参考系统
PUB-RMBTS-0181	公共服务体系	产品数据	产品基础信息	/	资产货币详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_CRNCY_DTLS1	/	确定合并，编号E6-3	 19:30:27	定时－指定时点		ETL	本币交易系统	数据处理系统
PUB-RMBTS-0208	公共服务体系	产品数据	产品基础信息	/	资产基准详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_BASE_DTLS(仅21:06:01)\TRDX_ASSET_BNCHMK_DTLS(仅4:00:09)	/	确定合并，编号E8-3	 4:00:09\ 21:06:01	定时－指定时点		ETL	本币交易系统	人民币跨境交易信息统计监测系统
PUB-RMBTS-0208	公共服务体系	产品数据	产品基础信息	/	资产基准详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_BNCHMK_DTLS	/	确定合并，编号E8-3	 12:00:11	定时－指定时点		ETL	本币交易系统	市场基准参考系统
PUB-RMBTS-0208	公共服务体系	产品数据	产品基础信息	/	资产基准详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_BNCHMK_DTLS(删除三个重复17:30:12)	/	确定合并，编号E8-3	 8:21:46\ 17:30:12	定时－指定时点		ETL	本币交易系统	中国货币网
PUB-RMBTS-0358	公共服务体系	产品数据	产品基础信息	/	资产类别	单向：OUT-Only	公有服务	/	TRDX_ASSET_CTGRY_CNFG_MASTER1	/	确定合并，编号E9-2	 18:00:28	定时－指定时点		ETL	本币交易系统	数据处理系统
PUB-RMBTS-0358	公共服务体系	产品数据	产品基础信息	/	资产类别	单向：OUT-Only	公有服务	/	TRDX_ASSET_CTGRY_CNFG_MASTER1	/	确定合并，编号E9-2	 8:21:46	定时－指定时点		ETL	本币交易系统	中国货币网
PUB-RMBTS-0004	公共服务体系	产品数据	产品基础信息	/	资产类型详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_TYPE_MASTER(删除一个重复2:30:10)	/	确定合并，编号E10-6	 2:30:10\ 8:10:03	定时－指定时点		ETL	本币交易系统	MTS
PUB-RMBTS-0004	公共服务体系	产品数据	产品基础信息	/	资产类型详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_TYPE_MASTER	/	确定合并，编号E10-6	 9:21:09\ 21:00:30	定时－指定时点		ETL	本币交易系统	标准金融资产及衍生品交易系统
PUB-RMBTS-0004	公共服务体系	产品数据	产品基础信息	/	资产类型详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_TYPE_MASTER	/	确定合并，编号E10-6	 9:00:09\ 12:00:22\ 21:06:01	定时－指定时点		ETL	本币交易系统	人民币跨境交易信息统计监测系统
PUB-RMBTS-0004	公共服务体系	产品数据	产品基础信息	/	资产类型详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_TYPE_MASTER	/	确定合并，编号E10-6	 18:00:38\ 23:00:30	定时－指定时点		ETL	本币交易系统	同业存单系统
PUB-RMBTS-0004	公共服务体系	产品数据	产品基础信息	/	资产类型详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_TYPE_MASTER(删除一个重复8:30:29)	/	确定合并，编号E10-6	 8:30:28	定时－指定时点		ETL	本币交易系统	增值服务人民币前中台系统
PUB-RMBTS-0004	公共服务体系	产品数据	产品基础信息	/	资产类型详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_TYPE_MASTER	/	确定合并，编号E10-6	 8:21:46	定时－指定时点		ETL	本币交易系统	中国货币网
PUB-RMBTS-0005	公共服务体系	产品数据	产品基础信息	/	资产市场权限	单向：OUT-Only	公有服务	/	TRDX_ASSET_ELGBLT_DTLS1	/	确定合并，编号E11-3	 2:30:10\ 8:10:03	定时－指定时点		ETL	本币交易系统	MTS
PUB-RMBTS-0005	公共服务体系	产品数据	产品基础信息	/	资产市场权限	单向：OUT-Only	公有服务	/	TRDX_ASSET_ELGBLT_DTLS	/	确定合并，编号E11-3	 18:00:38	定时－指定时点		ETL	本币交易系统	同业存单系统
PUB-RMBTS-0005	公共服务体系	产品数据	产品基础信息	/	资产市场权限	单向：OUT-Only	公有服务	/	TRDX_ASSET_ELGBLT_DTLS	/	确定合并，编号E11-3	 17:30:12	定时－指定时点		ETL	本币交易系统	中国货币网
PUB-RMBTS-0124	公共服务体系	产品数据	产品基础信息	/	资产赎回详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_RDMPTN_DTLS	/	确定合并，编号E12-3	 9:21:09\ 21:00:30	定时－指定时点		ETL	本币交易系统	标准金融资产及衍生品交易系统
PUB-RMBTS-0124	公共服务体系	产品数据	产品基础信息	/	资产赎回详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_RDMPTN_DTLS	/	确定合并，编号E12-3	 9:00:09	定时－指定时点		ETL	本币交易系统	人民币跨境交易信息统计监测系统
PUB-RMBTS-0124	公共服务体系	产品数据	产品基础信息	/	资产赎回详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_RDMPTN_DTLS	/	确定合并，编号E12-3	 18:00:38	定时－指定时点		ETL	本币交易系统	同业存单系统
PUB-RMBTS-0159	公共服务体系	产品数据	产品基础信息	/	资产停牌信息	单向：OUT-Only	公有服务	/	TRDX_ASSET_SHUT_PERIOD_DTLS1	/	确定合并，编号E13-3	 19:29:39\ 22:00:17	定时－指定时点		ETL	本币交易系统	计费管理系统
PUB-RMBTS-0159	公共服务体系	产品数据	产品基础信息	/	资产停牌信息	单向：OUT-Only	公有服务	/	TRDX_ASSET_SHUT_PERIOD_DTLS	/	确定合并，编号E13-3	 11:31:36\ 0:00:51	定时－指定时点		ETL	本币交易系统	市场基准参考系统
PUB-RMBTS-0159	公共服务体系	产品数据	产品基础信息	/	资产停牌信息	单向：OUT-Only	公有服务	/	TRDX_ASSET_SHUT_PERIOD_DTLS	/	确定合并，编号E13-3	 19:30:27	定时－指定时点		ETL	本币交易系统	数据处理系统
PUB-RMBTS-0153	公共服务体系	产品数据	产品基础信息	/	资产违约信息	单向：OUT-Only	公有服务	/	TRDX_ASSET_DFLT_DTLS	/	38.0	 19:29:39\ 22:00:17	定时－指定时点		ETL	本币交易系统	计费管理系统
PUB-RMBTS-0100	公共服务体系	产品数据	产品基础信息	/	资产再发行	单向：OUT-Only	公有服务	/	TRDX_ASSET_REISSU_DTLS	/	确定合并，编号E15-2	 17:30:19	定时－指定时点		ETL	本币交易系统	本币市场监测系统
PUB-RMBTS-0100	公共服务体系	产品数据	产品基础信息	/	资产再发行	单向：OUT-Only	公有服务	/	TRDX_ASSET_REISSU_DTLS	/	确定合并，编号E15-2	 22:00:17	定时－指定时点		ETL	本币交易系统	计费管理系统
PUB-RMBTS-0154	公共服务体系	产品数据	产品基础信息	/	资产转债信息	单向：OUT-Only	公有服务	/	TRDX_ASSET_CNVRSN_DTLS1	/	39.0	 19:29:39\ 22:00:17	定时－指定时点		ETL	本币交易系统	计费管理系统
PUB-RMBTS-0016	公共服务体系	产品数据	产品基础信息	/	资产状态标识详情	单向：OUT-Only	公有服务	/	TRDX_ASSET_MISC_ELGBLT_DTLS(删除三个重复23:00:27)	/	40.0	 23:00:27	定时－指定时点		ETL	本币交易系统	本币交易系统
PRV-XTRADE-0003	公共服务体系	产品数据	产品基础信息	产品相关	本币标准产品合约参数--XTRade	单向：Out-Only	私有服务	PRV-SHCH-I-0059	清算所-合约参数-反馈	SHCH-XTRADE-SIRS-8-R	建议合并，编号31-2	/	/		IMIX	标准金融资产及衍生品交易系统	上海清算所
PRV-SHCH-0054	公共服务体系	产品数据	产品基础信息	产品相关	本币标准产品合约参数--XTRade	双向：Out-In	私有服务	PRV-XTRADE-I-0008	清算所-合约参数	SHCH-XTRADE-SIRS-8	建议合并，编号31-2	/	/		IMIX	上海清算所	标准金融资产及衍生品交易系统
PRV-XTRADE-0004	公共服务体系	产品数据	产品基础信息	产品相关	本币标准产品合约数据--XTRade	双向：Out-In	私有服务	PRV-SHCH-I-0058	清算所-合约数据	XTRADE-SHCH-SIRS-7	建议合并，编号32-2	/	/		IMIX	标准金融资产及衍生品交易系统	上海清算所
PRV-SHCH-0055	公共服务体系	产品数据	产品基础信息	产品相关	本币标准产品合约数据--XTRade	单向：Out-Only	私有服务	PRV-XTRADE-I-0007	清算所-合约数据-反馈	XTRADE-SHCH-SIRS-7-R	建议合并，编号32-2	/	/		IMIX	上海清算所	标准金融资产及衍生品交易系统
PRV-RMBTS-0033	公共服务体系	产品数据	产品基础信息	产品相关	本币标准利率互换合约参数	单向：Out-Only	私有服务	PRV-SHCH-I-0049	标准利率互换集中清算业务-合约参数反馈	SHCH-RMBTS-16-2	建议合并，编号33-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0002	公共服务体系	产品数据	产品基础信息	产品相关	本币标准利率互换合约参数	双向：Out-In	私有服务	PRV-RMBTS-I-0072	标准利率互换集中清算业务-合约参数	SHCH-RMBTS-16-1	建议合并，编号33-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0032	公共服务体系	产品数据	产品基础信息	产品相关	本币标准利率互换合约数据	双向：Out-In	私有服务	PRV-SHCH-I-0035	标准利率互换集中清算业务-合约数据	RMBTS-SHCH-41-1	建议合并，编号34-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0004	公共服务体系	产品数据	产品基础信息	产品相关	本币标准利率互换合约数据	单向：Out-Only	私有服务	PRV-RMBTS-I-0056	标准利率互换集中清算业务-合约数据反馈	RMBTS-SHCH-41-2	建议合并，编号34-2	/	/		IMIX	上海清算所	本币交易系统
PUB-XTRADE-0001	公共服务体系	产品数据	产品基础信息	产品相关	本币标准债券远期合约参数	单向：Out-Only	公有服务	/	合约基础参数（本币交易系统）	XTRADE-RMBTS-SBF-24	13.0	/	/		IMIX	标准金融资产及衍生品交易系统	本币交易系统
PRV-RMBTS-0031	公共服务体系	产品数据	产品基础信息	产品相关	本币标准债券远期合约参数--私有	单向：Out-Only	私有服务	PRV-SHCH-I-0047	标准债券远期集中净额清算业务-合约参数反馈	SHCH-RMBTS-14-2	建议合并，编号35-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0005	公共服务体系	产品数据	产品基础信息	产品相关	本币标准债券远期合约参数--私有	双向：Out-In	私有服务	PRV-RMBTS-I-0070	标准债券远期集中净额清算业务-合约参数	SHCH-RMBTS-14-1	建议合并，编号35-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0034	公共服务体系	产品数据	产品基础信息	产品相关	本币标准债券远期合约数据	双向：Out-In	私有服务	PRV-SHCH-I-0026	标准债券远期集中净额清算业务-合约数据	RMBTS-SHCH-31-1	建议合并，编号36-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0003	公共服务体系	产品数据	产品基础信息	产品相关	本币标准债券远期合约数据	单向：Out-Only	私有服务	PRV-RMBTS-I-0047	标准债券远期集中净额清算业务-合约数据反馈	RMBTS-SHCH-31-2	建议合并，编号36-2	/	/		IMIX	上海清算所	本币交易系统
PRV-XTRADE-0005	公共服务体系	产品数据	产品基础信息	产品相关	本币标准债券远期可交割券	双向：Out-In	私有服务	PRV-SHCH-I-0061	清算所-可交割券	XTRADE-SHCH-SBF-9	建议合并，编号37-2	/	/		IMIX	标准金融资产及衍生品交易系统	上海清算所
PRV-SHCH-0006	公共服务体系	产品数据	产品基础信息	产品相关	本币标准债券远期可交割券	单向：Out-Only	私有服务	PRV-RMBTS-I-0048	标准债券远期集中净额清算业务-可交割券信息反馈	RMBTS-SHCH-32-2	建议合并，编号37-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0035	公共服务体系	产品数据	产品基础信息	产品相关	本币标准债券远期可交割券--Xtrade	双向：Out-In	私有服务	PRV-SHCH-I-0027	标准债券远期集中净额清算业务-可交割券	RMBTS-SHCH-32-1	建议合并，编号38-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0056	公共服务体系	产品数据	产品基础信息	产品相关	本币标准债券远期可交割券--Xtrade	单向：Out-Only	私有服务	PRV-XTRADE-I-0010	清算所-可交割券-反馈	XTRADE-SHCH-SBF-9-R	建议合并，编号38-2	/	/		IMIX	上海清算所	标准金融资产及衍生品交易系统
PUB-CDC-0001	公共服务体系	产品数据	产品基础信息	产品相关	现券买卖流通量--国债登	单向：Out-Only	公有服务	/	CDC发送给本币交易系统的现券买卖流通量	CDC-RMBTS-1	32.0	/	/		IMIX	中央国债登记结算公司	本币交易系统
PUB-SHCH-0003	公共服务体系	产品数据	产品基础信息	计算类	NDF远期起息日	单向：Out-Only	公有服务	/	起息日信息	SHCH-FXTS-7	12.0	/	/		IMIX	上海清算所	外汇交易系统
PUB-PTPS-0004	公共服务体系	产品数据	产品基础信息	计算类	交割指令	单向：Out-Only	公有服务	/	交割指令	PTPS-CDC-1	21.0	/	/		IMIX	交易后处理系统	中央国债登记结算公司
PUB-SHCH-0001	公共服务体系	产品数据	产品基础信息	计算类	债券付息信息--资产支持证券付息	单向：Out-Only	公有服务	/	ABS变动	SHCH-RMBTS-6	33.0	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0036	公共服务体系	产品数据	产品基础信息	交易工具	交易工具发行--超短期融资券	单向：Out-Only	私有服务	PRV-SHCH-I-0039	超短期融资券发行反馈	SHCH-RMBTS-2-2	建议合并，编号39-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0007	公共服务体系	产品数据	产品基础信息	交易工具	交易工具发行--超短期融资券	双向：Out-In	私有服务	PRV-RMBTS-I-0062	超短期融资券发行	SHCH-RMBTS-2-1	建议合并，编号39-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0037	公共服务体系	产品数据	产品基础信息	交易工具	交易工具发行--定向工具	单向：Out-Only	私有服务	PRV-SHCH-I-0041	定向工具发行反馈	SHCH-RMBTS-4-2	建议合并，编号40-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0008	公共服务体系	产品数据	产品基础信息	交易工具	交易工具发行--定向工具	双向：Out-In	私有服务	PRV-RMBTS-I-0064	定向工具发行	SHCH-RMBTS-4-1	建议合并，编号40-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0038	公共服务体系	产品数据	产品基础信息	交易工具	交易工具发行--短期融资券	单向：Out-Only	私有服务	PRV-SHCH-I-0040	短期融资券发行反馈	SHCH-RMBTS-3-2	建议合并，编号41-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0009	公共服务体系	产品数据	产品基础信息	交易工具	交易工具发行--短期融资券	双向：Out-In	私有服务	PRV-RMBTS-I-0063	短期融资券发行	SHCH-RMBTS-3-1	建议合并，编号41-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0039	公共服务体系	产品数据	产品基础信息	交易工具	交易工具发行--同业存单--本币	单向：Out-Only	私有服务	PRV-SHCH-I-0042	同业存单发行反馈	SHCH-RMBTS-7-2	建议合并，编号43-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0010	公共服务体系	产品数据	产品基础信息	交易工具	交易工具发行--同业存单--本币	双向：Out-In	私有服务	PRV-RMBTS-I-0065	同业存单发行	SHCH-RMBTS-7-1	建议合并，编号43-2	/	/		IMIX	上海清算所	本币交易系统
PRV-ICDIS-0001	公共服务体系	产品数据	产品基础信息	交易工具	交易工具发行--同业存单--私有	双向：In-Out	私有服务	PRV-SHCH-I-0070	同业存单发行反馈	SHCH-ICDIS-1-R	建议合并，编号42-2	/	/		IMIX	货币及债务工具发行系统（原名：同业存单发行系统）	上海清算所
PRV-SHCH-0064	公共服务体系	产品数据	产品基础信息	交易工具	交易工具发行--同业存单--私有	单向：Out-Only	私有服务	PRV-ICDIS-I-0001	同业存单发行（交易流通）	SHCH-ICDIS-1	建议合并，编号42-2	/	/		IMIX	上海清算所	货币及债务工具发行系统（原名：同业存单发行系统）
PRV-RMBTS-0040	公共服务体系	产品数据	产品基础信息	交易工具	交易工具发行--信用风险缓释凭证	单向：Out-Only	私有服务	PRV-SHCH-I-0038	信用风险缓释凭证发行反馈	SHCH-RMBTS-1-2	建议合并，编号44-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0011	公共服务体系	产品数据	产品基础信息	交易工具	交易工具发行--信用风险缓释凭证	双向：Out-In	私有服务	PRV-RMBTS-I-0061	信用风险缓释凭证发行	SHCH-RMBTS-1-1	建议合并，编号44-2	/	/		IMIX	上海清算所	本币交易系统
PUB-SHCH-0002	公共服务体系	产品数据	产品基础信息	交易工具	交易工具发行--资产支持证券	单向：Out-Only	公有服务	/	ABS发行	SHCH-RMBTS-5	24.0	/	/		IMIX	上海清算所	本币交易系统
PUB-RMBTS-0196	公共服务体系	地域信息	地理位置	/	地区配置	单向：OUT-Only	公有服务	/	TRDX_REGION_CNFG_MASTER	/	确定合并，编号E23-2	 2:00:04	定时－指定时点		ETL	本币交易系统	人民币跨境交易信息统计监测系统
PUB-RMBTS-0196	公共服务体系	地域信息	地理位置	/	地区配置	单向：OUT-Only	公有服务	/	TRDX_REGION_CNFG_MASTER	/	确定合并，编号E23-2	 7:00:21	定时－指定时点		ETL	本币交易系统	上海银行间同业拆放利率系统
PUB-RMBTS-0114	公共服务体系	地域信息	地理位置	/	地域配置信息	单向：OUT-Only	公有服务	/	VIEW_REGION_CNFG	/	41.0	 9:21:09	定时－指定时点		ETL	本币交易系统	标准金融资产及衍生品交易系统
PUB-CIM-0043	公共服务体系	地域信息	地理位置	/	地域信息	单向：OUT-Only	公有服务	/	V_CNY_RGN_CNFG_MASTER_LOG	/	建议合并剔除，编号109-2	 19:16:27	定时－指定时点		ETL	会员机构管理系统	外汇交易系统
